,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
1472,51.0,Current employee,Travel_Rarely,684.0,Research & Development,6,3.0,Life Sciences,124914,1.0,Female,41.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,7.0,Yes,12.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1473,38.0,Current employee,Non-Travel,573.0,Research & Development,6,3.0,Marketing,124915,2.0,Female,79.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,3.0,Yes,12.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1474,51.0,Current employee,Travel_Rarely,684.0,Research & Development,6,3.0,Marketing,124916,1.0,Female,41.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,3.0,Yes,12.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1475,38.0,Current employee,Non-Travel,573.0,Research & Development,6,3.0,Medical,124917,2.0,Female,72.0,2.0,3.0,Human Resources,1.0,Married,10482.0,2326.0,0.0,No,14.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1476,51.0,Current employee,Travel_Rarely,684.0,Research & Development,6,3.0,Life Sciences,124918,1.0,Female,41.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,7.0,Yes,12.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1477,51.0,Current employee,Travel_Rarely,684.0,Research & Development,6,3.0,Marketing,124919,1.0,Female,41.0,1.0,2.0,Research Scientist,4.0,Divorced,5329.0,15717.0,3.0,Yes,12.0,3.0,4.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,Adzuna
1478,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Medical,124920,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1479,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Life Sciences,124921,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1480,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Human Resources,124922,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1481,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Marketing,124923,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1482,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Life Sciences,124924,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1483,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Marketing,124925,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1485,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Human Resources,124927,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1486,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Life Sciences,124928,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1487,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Human Resources,124929,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1488,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Marketing,124930,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1489,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Life Sciences,124931,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1490,31.0,Voluntary Resignation,Travel_Rarely,249.0,Sales,6,4.0,Marketing,124932,1.0,Male,41.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1491,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Medical,124933,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1492,34.0,Current employee,Travel_Rarely,1153.0,Research & Development,1,2.0,Human Resources,124934,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0,No,15.0,3.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,GlassDoor
1493,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Life Sciences,124935,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1494,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Life Sciences,124936,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1495,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Marketing,124937,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1496,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Medical,124938,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1497,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Life Sciences,124939,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1498,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Medical,124940,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1499,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Life Sciences,124941,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1500,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Marketing,124942,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1501,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Life Sciences,124943,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1502,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Marketing,124944,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1503,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Medical,124945,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1504,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Life Sciences,124946,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1505,31.0,Termination,Travel_Rarely,542.0,Sales,20,3.0,Medical,124947,1.0,Male,41.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1506,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Life Sciences,124948,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,4.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1507,56.0,Current employee,Travel_Rarely,1400.0,Research & Development,7,3.0,Marketing,124949,4.0,Male,49.0,1.0,3.0,Manufacturing Director,4.0,Single,7260.0,21698.0,1.0,No,11.0,3.0,1.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,Company Website
1508,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Technical Degree,124950,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1509,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Life Sciences,124951,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1510,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Life Sciences,124952,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,8.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1511,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Medical,124953,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,9.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1512,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Technical Degree,124954,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,11825.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1513,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Life Sciences,124955,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Single,2322.0,13672.0,8.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Seek
1514,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Life Sciences,124956,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1515,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Medical,124957,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,9.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1516,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Life Sciences,124958,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1517,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Life Sciences,124959,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,8.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1518,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Medical,124960,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,9.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1519,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Technical Degree,124961,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,11825.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1520,23.0,Current employee,Travel_Rarely,541.0,Sales,2,1.0,Life Sciences,124962,3.0,Male,62.0,3.0,1.0,Sales Representative,1.0,Single,2322.0,13672.0,8.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Seek
1521,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Life Sciences,124963,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,3.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1522,41.0,Current employee,Travel_Rarely,802.0,Sales,9,1.0,Medical,124964,1.0,Male,41.0,3.0,1.0,Sales Representative,1.0,Divorced,2322.0,9518.0,9.0,No,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Company Website
1523,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Life Sciences,124965,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1524,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Life Sciences,124966,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1525,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Medical,124967,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1526,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Technical Degree,124968,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1527,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Life Sciences,124969,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,23016.0,3.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1528,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Technical Degree,124970,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,26092.0,1.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1529,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Life Sciences,124971,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1530,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Medical,124972,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1531,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Life Sciences,124973,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1532,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Medical,124974,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1533,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Technical Degree,124975,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,3.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1534,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Life Sciences,124976,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,23016.0,3.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1535,26.0,Current employee,Travel_Rarely,1355.0,Human Resources,25,1.0,Technical Degree,124977,1.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,26092.0,1.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1536,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Life Sciences,124978,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,3.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1537,51.0,Current employee,Travel_Rarely,432.0,Research & Development,9,4.0,Medical,124979,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,18725.0,1.0,No,23.0,4.0,2.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,Company Website
1538,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124980,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1539,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Life Sciences,124981,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,4.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1540,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124982,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1541,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Medical,124983,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1542,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124984,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1543,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124985,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Seek
1544,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Life Sciences,124986,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1545,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Medical,124987,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1546,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Life Sciences,124988,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,4.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1547,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124989,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1548,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Medical,124990,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1549,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124991,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1550,30.0,Current employee,Travel_Rarely,288.0,Research & Development,2,3.0,Life Sciences,124992,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Seek
1551,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Life Sciences,124993,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1552,51.0,Voluntary Resignation,Travel_Frequently,1150.0,Research & Development,8,4.0,Medical,124994,1.0,Male,42.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,0.0,No,19.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,Company Website
1553,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,124995,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1554,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,124996,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1555,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,124997,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,5.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1556,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,124998,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,6.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1557,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,124999,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1558,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,125000,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,5.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1559,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,125001,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1560,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,125002,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,6.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1561,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,125003,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1562,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,125004,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,5.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1563,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,125005,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,6.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1564,39.0,Current employee,Travel_Rarely,1329.0,Sales,4,4.0,Life Sciences,125006,1.0,Male,42.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
1565,46.0,Voluntary Resignation,Travel_Rarely,669.0,Sales,9,2.0,Medical,125007,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0,No,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Company Website
